session_name,topic,practice_url,question_number,question,option_1,option_2,option_3
You'll clean up a noisy call recording and save it as a WAV. Start by importing AudioSegment from pydub.,Python,https://app.datacamp.com/learn/practice/p/deef231b-1200-432f-8cd3-6bc2bd46859e,1,You'll clean up a noisy call recording and save it as a WAV. Start by importing AudioSegment from pydub. # Build your code below: from pydub.AudioSegment import AudioSegment import pydub.AudioSegment as AudioSegment import AudioSegment from pydub from pydub import AudioSegment,You'll clean up a noisy call recording and save it as a WAV. Start by importing AudioSegment from pydub. # Build your code below: from pydub.AudioSegment import AudioSegment import pydub.AudioSegment as AudioSegment import AudioSegment from pydub from pydub import AudioSegment,,
You'll clean up a noisy call recording and save it as a WAV. Start by importing AudioSegment from pydub.,Python,https://app.datacamp.com/learn/practice/p/deef231b-1200-432f-8cd3-6bc2bd46859e,2,You'll clean up a noisy call recording and save it as a WAV. Start by importing AudioSegment from pydub. # Build your code below: from pydub.AudioSegment import AudioSegment import pydub.AudioSegment as AudioSegment import AudioSegment from pydub from pydub import AudioSegment,You'll clean up a noisy call recording and save it as a WAV. Start by importing AudioSegment from pydub. # Build your code below: from pydub.AudioSegment import AudioSegment import pydub.AudioSegment as AudioSegment import AudioSegment from pydub from pydub import AudioSegment,,
You'll clean up a noisy call recording and save it as a WAV. Start by importing AudioSegment from pydub.,Python,https://app.datacamp.com/learn/practice/p/deef231b-1200-432f-8cd3-6bc2bd46859e,3,You'll clean up a noisy call recording and save it as a WAV. Start by importing AudioSegment from pydub. # Build your code below: from pydub.AudioSegment import AudioSegment import pydub.AudioSegment as AudioSegment import AudioSegment from pydub from pydub import AudioSegment,You'll clean up a noisy call recording and save it as a WAV. Start by importing AudioSegment from pydub. # Build your code below: from pydub.AudioSegment import AudioSegment import pydub.AudioSegment as AudioSegment import AudioSegment from pydub from pydub import AudioSegment,,
Fill in the blanks: Technical trading rules (TTR) use non-financial mathematical indicators such as,Theory,https://app.datacamp.com/learn/practice/p/3c814fb0-292e-4011-abcd-f173db6fc09c,1,Fill in the blanks: Technical trading rules (TTR) use non-financial mathematical indicators such as ?,and to help quantify risk or reward. relative strength indicator cash flow earnings per share MACD Clear Keyboard Shortcuts List,,
Fill in the blanks: Technical trading rules (TTR) use non-financial mathematical indicators such as,Theory,https://app.datacamp.com/learn/practice/p/3c814fb0-292e-4011-abcd-f173db6fc09c,2,Fill in the blanks: Technical trading rules (TTR) use non-financial mathematical indicators such as ?,and to help quantify risk or reward. relative strength indicator cash flow earnings per share MACD Clear Keyboard Shortcuts List,,
Fill in the blanks: Technical trading rules (TTR) use non-financial mathematical indicators such as,Theory,https://app.datacamp.com/learn/practice/p/3c814fb0-292e-4011-abcd-f173db6fc09c,3,Fill in the blanks: Technical trading rules (TTR) use non-financial mathematical indicators such as ?,and to help quantify risk or reward. relative strength indicator cash flow earnings per share MACD Clear Keyboard Shortcuts List,,
Fill in the blanks to add a description to your FastAPI app:,FastAPI,https://app.datacamp.com/learn/practice/p/a79ca37b-792a-4c54-8361-4d98b9948eff,1,Fill in the blanks to add a description to your FastAPI app: from fastapi import FastAPI app = FastAPI( ?,"""Penguin API"" description ""API for penguin classification"" title Clear Keyboard Shortcuts List",,
Fill in the blanks to add a description to your FastAPI app:,FastAPI,https://app.datacamp.com/learn/practice/p/a79ca37b-792a-4c54-8361-4d98b9948eff,2,Fill in the blanks to add a description to your FastAPI app: from fastapi import FastAPI app = FastAPI( ?,"""Penguin API"" description ""API for penguin classification"" title Clear Keyboard Shortcuts List",,
Fill in the blanks to add a description to your FastAPI app:,FastAPI,https://app.datacamp.com/learn/practice/p/a79ca37b-792a-4c54-8361-4d98b9948eff,3,Fill in the blanks to add a description to your FastAPI app: from fastapi import FastAPI app = FastAPI( ?,"""Penguin API"" description ""API for penguin classification"" title Clear Keyboard Shortcuts List",,
Which method returns all non-overlapping matches of groups in a string as a list of tuples?,Python,https://app.datacamp.com/learn/practice/p/adb06678-89d5-4a55-bac7-f8ae01d6df3a,1,Which method returns all non-overlapping matches of groups in a string as a list of tuples?,re.split re.search re.match re.findall Keyboard Shortcuts List,,
Which method returns all non-overlapping matches of groups in a string as a list of tuples?,Python,https://app.datacamp.com/learn/practice/p/adb06678-89d5-4a55-bac7-f8ae01d6df3a,2,Which method returns all non-overlapping matches of groups in a string as a list of tuples?,re.split re.search re.match re.findall Keyboard Shortcuts List,,
Which method returns all non-overlapping matches of groups in a string as a list of tuples?,Python,https://app.datacamp.com/learn/practice/p/adb06678-89d5-4a55-bac7-f8ae01d6df3a,3,Which method returns all non-overlapping matches of groups in a string as a list of tuples?,re.split re.search re.match re.findall Keyboard Shortcuts List,,
You have added 'Profit' and 'Revenue' as values in your pivot table. How can you change the order in which they appear?,Google Sheets,https://app.datacamp.com/learn/practice/p/697de966-bad2-4261-a9e0-f27c6e63949f,1,You have added 'Profit' and 'Revenue' as values in your pivot table. How can you change the order in which they appear?,Double-click the table title Click and drag the value boxes to rearrange them Change the order in the original data source Keyboard Shortcuts List,,
You have added 'Profit' and 'Revenue' as values in your pivot table. How can you change the order in which they appear?,Google Sheets,https://app.datacamp.com/learn/practice/p/697de966-bad2-4261-a9e0-f27c6e63949f,2,You have added 'Profit' and 'Revenue' as values in your pivot table. How can you change the order in which they appear?,Double-click the table title Click and drag the value boxes to rearrange them Change the order in the original data source Keyboard Shortcuts List,,
You have added 'Profit' and 'Revenue' as values in your pivot table. How can you change the order in which they appear?,Google Sheets,https://app.datacamp.com/learn/practice/p/697de966-bad2-4261-a9e0-f27c6e63949f,3,You have added 'Profit' and 'Revenue' as values in your pivot table. How can you change the order in which they appear?,Double-click the table title Click and drag the value boxes to rearrange them Change the order in the original data source Keyboard Shortcuts List,,
Report an issue,Theory,https://practice.datacamp.com/p/703,1,Let's Practice Explainable Artificial Intelligence (XAI) Concepts Get 5 Challenges Correct z No Time Limits Earn XP,Let's Practice Explainable Artificial Intelligence (XAI) Concepts Get 5 Challenges Correct No Time Limits Earn XP,,
Explainable Artificial Intelligence (XAI) Concepts,Theory,https://practice.datacamp.com/p/703,2,How should AI systems be explained to non-technical audiences?,Using technical jargon to emphasize the system's complexity,By focusing primarily on the underlying mathematical models,Avoiding any mention of how the system works
Explainable Artificial Intelligence (XAI) Concepts,Theory,https://practice.datacamp.com/p/703,3,How should AI systems be explained to non-technical audiences?,Using technical jargon to emphasize the system's complexity,By focusing primarily on the underlying mathematical models,Avoiding any mention of how the system works
You'll compute average years at a company from Cross Tab-like totals. Begin by importing pandas.,Alteryx,https://app.datacamp.com/learn/practice/p/cb36bcaf-614d-4817-ae9a-e2c4bc4c42a0,1,You'll compute average years at a company from Cross Tab-like totals. Begin by importing pandas. # Build your code below: from pandas import Series as pd import pandas as pd import pandas as np import pd as pandas,You'll compute average years at a company from Cross Tab-like totals. Begin by importing pandas. # Build your code below: from pandas import Series as pd import pandas as pd import pandas as np import pd as pandas,,
You'll compute average years at a company from Cross Tab-like totals. Begin by importing pandas.,Alteryx,https://app.datacamp.com/learn/practice/p/cb36bcaf-614d-4817-ae9a-e2c4bc4c42a0,2,You'll compute average years at a company from Cross Tab-like totals. Begin by importing pandas. # Build your code below: from pandas import Series as pd import pandas as pd import pandas as np import pd as pandas,You'll compute average years at a company from Cross Tab-like totals. Begin by importing pandas. # Build your code below: from pandas import Series as pd import pandas as pd import pandas as np import pd as pandas,,
You'll compute average years at a company from Cross Tab-like totals. Begin by importing pandas.,Alteryx,https://app.datacamp.com/learn/practice/p/cb36bcaf-614d-4817-ae9a-e2c4bc4c42a0,3,You'll compute average years at a company from Cross Tab-like totals. Begin by importing pandas. # Build your code below: from pandas import Series as pd import pandas as pd import pandas as np import pd as pandas,You'll compute average years at a company from Cross Tab-like totals. Begin by importing pandas. # Build your code below: from pandas import Series as pd import pandas as pd import pandas as np import pd as pandas,,
What is the result of multiplying any matrix by a zero vector of appropriate size?,R,https://app.datacamp.com/learn/practice/p/5a9924b1-6ff8-48df-b56c-93b19a480506,1,What is the result of multiplying any matrix by a zero vector of appropriate size?,An error A vector of ones The original matrix A vector of zeros Keyboard Shortcuts List,,
What is the result of multiplying any matrix by a zero vector of appropriate size?,R,https://app.datacamp.com/learn/practice/p/5a9924b1-6ff8-48df-b56c-93b19a480506,2,What is the result of multiplying any matrix by a zero vector of appropriate size?,An error A vector of ones The original matrix A vector of zeros Keyboard Shortcuts List,,
What is the result of multiplying any matrix by a zero vector of appropriate size?,R,https://app.datacamp.com/learn/practice/p/5a9924b1-6ff8-48df-b56c-93b19a480506,3,What is the result of multiplying any matrix by a zero vector of appropriate size?,An error A vector of ones The original matrix A vector of zeros Keyboard Shortcuts List,,
Report an issue,Python,https://practice.datacamp.com/p/108,1,Let's Practice Introduction to Natural Language Processing in Python Get 5 Challenges Correct z No Time Limits Earn XP,Let's Practice Introduction to Natural Language Processing in Python Get 5 Challenges Correct No Time Limits Earn XP,,
Introduction to Natural Language Processing in Python,Python,https://practice.datacamp.com/p/108,2,Complete the code to return the output from nltk.corpus import ?,print(len( )),Fill in the blanks stopwords.words(),stopwords.english()
Introduction to Natural Language Processing in Python,Python,https://practice.datacamp.com/p/108,3,Complete the code to return the output from nltk.corpus import ?,print(len( )),Fill in the blanks stopwords.words(),stopwords.english()
You'll report distinct event counts per sport across summer and winter games. Begin by selecting sport and counting distinct events from summer_games.,SQL,https://app.datacamp.com/learn/practice/p/fd73ad39-0303-46ad-b722-4f82b8f8a8aa,1,"You'll report distinct event counts per sport across summer and winter games. Begin by selecting sport and counting distinct events from summer_games. -- Build your query below: SELECT DISTINCT sport, COUNT(event) AS events SELECT event, COUNT(DISTINCT sport) AS events SELECT sport, COUNT(event) AS events SELECT sport, COUNT(DISTINCT event) AS events","You'll report distinct event counts per sport across summer and winter games. Begin by selecting sport and counting distinct events from summer_games. -- Build your query below: SELECT DISTINCT sport, COUNT(event) AS events SELECT event, COUNT(DISTINCT sport) AS events SELECT sport, COUNT(event) AS events SELECT sport, COUNT(DISTINCT event) AS events",,
You'll report distinct event counts per sport across summer and winter games. Begin by selecting sport and counting distinct events from summer_games.,SQL,https://app.datacamp.com/learn/practice/p/fd73ad39-0303-46ad-b722-4f82b8f8a8aa,2,"You'll report distinct event counts per sport across summer and winter games. Begin by selecting sport and counting distinct events from summer_games. -- Build your query below: SELECT DISTINCT sport, COUNT(event) AS events SELECT event, COUNT(DISTINCT sport) AS events SELECT sport, COUNT(event) AS events SELECT sport, COUNT(DISTINCT event) AS events","You'll report distinct event counts per sport across summer and winter games. Begin by selecting sport and counting distinct events from summer_games. -- Build your query below: SELECT DISTINCT sport, COUNT(event) AS events SELECT event, COUNT(DISTINCT sport) AS events SELECT sport, COUNT(event) AS events SELECT sport, COUNT(DISTINCT event) AS events",,
You'll report distinct event counts per sport across summer and winter games. Begin by selecting sport and counting distinct events from summer_games.,SQL,https://app.datacamp.com/learn/practice/p/fd73ad39-0303-46ad-b722-4f82b8f8a8aa,3,"You'll report distinct event counts per sport across summer and winter games. Begin by selecting sport and counting distinct events from summer_games. -- Build your query below: SELECT DISTINCT sport, COUNT(event) AS events SELECT event, COUNT(DISTINCT sport) AS events SELECT sport, COUNT(event) AS events SELECT sport, COUNT(DISTINCT event) AS events","You'll report distinct event counts per sport across summer and winter games. Begin by selecting sport and counting distinct events from summer_games. -- Build your query below: SELECT DISTINCT sport, COUNT(event) AS events SELECT event, COUNT(DISTINCT sport) AS events SELECT sport, COUNT(event) AS events SELECT sport, COUNT(DISTINCT event) AS events",,
You'll implement exponential backoff retries for a sensor fetch without adding new dependencies. Start by importing the time module for sleeping between attempts.,Theory,https://app.datacamp.com/learn/practice/p/085d9956-b037-47e9-b4ac-6b2db3fa3f5c,1,You'll implement exponential backoff retries for a sensor fetch without adding new dependencies. Start by importing the time module for sleeping between attempts. # Build your code below: import time import datetime from time import sleep import tenacity,You'll implement exponential backoff retries for a sensor fetch without adding new dependencies. Start by importing the time module for sleeping between attempts. # Build your code below: import time import datetime from time import sleep import tenacity,,
You'll implement exponential backoff retries for a sensor fetch without adding new dependencies. Start by importing the time module for sleeping between attempts.,Theory,https://app.datacamp.com/learn/practice/p/085d9956-b037-47e9-b4ac-6b2db3fa3f5c,2,You'll implement exponential backoff retries for a sensor fetch without adding new dependencies. Start by importing the time module for sleeping between attempts. # Build your code below: import time import datetime from time import sleep import tenacity,You'll implement exponential backoff retries for a sensor fetch without adding new dependencies. Start by importing the time module for sleeping between attempts. # Build your code below: import time import datetime from time import sleep import tenacity,,
You'll implement exponential backoff retries for a sensor fetch without adding new dependencies. Start by importing the time module for sleeping between attempts.,Theory,https://app.datacamp.com/learn/practice/p/085d9956-b037-47e9-b4ac-6b2db3fa3f5c,3,You'll implement exponential backoff retries for a sensor fetch without adding new dependencies. Start by importing the time module for sleeping between attempts. # Build your code below: import time import datetime from time import sleep import tenacity,You'll implement exponential backoff retries for a sensor fetch without adding new dependencies. Start by importing the time module for sleeping between attempts. # Build your code below: import time import datetime from time import sleep import tenacity,,
"Complete the analogy: In a KNIME workflow, nodes are like",KNIME,https://app.datacamp.com/learn/practice/p/097d2cf2-8728-4bdd-8061-43e3dbc19486,1,"Complete the analogy: In a KNIME workflow, nodes are like ?","in a production line, and data is like machines stations products raw material Clear Keyboard Shortcuts List",,
"Complete the analogy: In a KNIME workflow, nodes are like",KNIME,https://app.datacamp.com/learn/practice/p/097d2cf2-8728-4bdd-8061-43e3dbc19486,2,"Complete the analogy: In a KNIME workflow, nodes are like ?","in a production line, and data is like machines stations products raw material Clear Keyboard Shortcuts List",,
"Complete the analogy: In a KNIME workflow, nodes are like",KNIME,https://app.datacamp.com/learn/practice/p/097d2cf2-8728-4bdd-8061-43e3dbc19486,3,"Complete the analogy: In a KNIME workflow, nodes are like ?","in a production line, and data is like machines stations products raw material Clear Keyboard Shortcuts List",,
Fill in the blanks to convert a logical value in cell C5 to a number and check if the result is a number:,Google Sheets,https://app.datacamp.com/learn/practice/p/e3afba4c-b72f-4680-b0b5-1abf359a6741,1,Fill in the blanks to convert a logical value in cell C5 to a number and check if the result is a number: =ISNUMBER( ?,)) CONVERT TO_PERCENT C5 Clear Keyboard Shortcuts List,,
Fill in the blanks to convert a logical value in cell C5 to a number and check if the result is a number:,Google Sheets,https://app.datacamp.com/learn/practice/p/e3afba4c-b72f-4680-b0b5-1abf359a6741,2,Fill in the blanks to convert a logical value in cell C5 to a number and check if the result is a number: =ISNUMBER( ?,)) CONVERT TO_PERCENT C5 Clear Keyboard Shortcuts List,,
Fill in the blanks to convert a logical value in cell C5 to a number and check if the result is a number:,Google Sheets,https://app.datacamp.com/learn/practice/p/e3afba4c-b72f-4680-b0b5-1abf359a6741,3,Fill in the blanks to convert a logical value in cell C5 to a number and check if the result is a number: =ISNUMBER( ?,)) CONVERT TO_PERCENT C5 Clear Keyboard Shortcuts List,,
You'll parse a job task error message to spot a bad input path. Start by storing a sample error string from the ingest task.,Databricks,https://app.datacamp.com/learn/practice/p/42664a9b-a543-453e-b1e1-952b837b3261,1,"You'll parse a job task error message to spot a bad input path. Start by storing a sample error string from the ingest task. # Build your code below: # Goal: debug a failed job task by inspecting its error message err == ""FileNotFoundException: /mnt/raw/retail/sales.csv does not exist"" err = ""FileNotFoundException: mnt/raw/retail/sales.csv does not exist"" err = ""FileNotFoundException: /mnt/raw/retail/sales.csv does not exist"" err = FileNotFoundException(""/mnt/raw/retail/sales.csv"")","You'll parse a job task error message to spot a bad input path. Start by storing a sample error string from the ingest task. # Build your code below: # Goal: debug a failed job task by inspecting its error message err == ""FileNotFoundException: /mnt/raw/retail/sales.csv does not exist"" err = ""FileNotFoundException: mnt/raw/retail/sales.csv does not exist"" err = ""FileNotFoundException: /mnt/raw/retail/sales.csv does not exist"" err = FileNotFoundException(""/mnt/raw/retail/sales.csv"")",,
You'll parse a job task error message to spot a bad input path. Start by storing a sample error string from the ingest task.,Databricks,https://app.datacamp.com/learn/practice/p/42664a9b-a543-453e-b1e1-952b837b3261,2,"You'll parse a job task error message to spot a bad input path. Start by storing a sample error string from the ingest task. # Build your code below: # Goal: debug a failed job task by inspecting its error message err == ""FileNotFoundException: /mnt/raw/retail/sales.csv does not exist"" err = ""FileNotFoundException: mnt/raw/retail/sales.csv does not exist"" err = ""FileNotFoundException: /mnt/raw/retail/sales.csv does not exist"" err = FileNotFoundException(""/mnt/raw/retail/sales.csv"")","You'll parse a job task error message to spot a bad input path. Start by storing a sample error string from the ingest task. # Build your code below: # Goal: debug a failed job task by inspecting its error message err == ""FileNotFoundException: /mnt/raw/retail/sales.csv does not exist"" err = ""FileNotFoundException: mnt/raw/retail/sales.csv does not exist"" err = ""FileNotFoundException: /mnt/raw/retail/sales.csv does not exist"" err = FileNotFoundException(""/mnt/raw/retail/sales.csv"")",,
You'll parse a job task error message to spot a bad input path. Start by storing a sample error string from the ingest task.,Databricks,https://app.datacamp.com/learn/practice/p/42664a9b-a543-453e-b1e1-952b837b3261,3,"You'll parse a job task error message to spot a bad input path. Start by storing a sample error string from the ingest task. # Build your code below: # Goal: debug a failed job task by inspecting its error message err == ""FileNotFoundException: /mnt/raw/retail/sales.csv does not exist"" err = ""FileNotFoundException: mnt/raw/retail/sales.csv does not exist"" err = ""FileNotFoundException: /mnt/raw/retail/sales.csv does not exist"" err = FileNotFoundException(""/mnt/raw/retail/sales.csv"")","You'll parse a job task error message to spot a bad input path. Start by storing a sample error string from the ingest task. # Build your code below: # Goal: debug a failed job task by inspecting its error message err == ""FileNotFoundException: /mnt/raw/retail/sales.csv does not exist"" err = ""FileNotFoundException: mnt/raw/retail/sales.csv does not exist"" err = ""FileNotFoundException: /mnt/raw/retail/sales.csv does not exist"" err = FileNotFoundException(""/mnt/raw/retail/sales.csv"")",,
Which magic method is called when you try to access an attribute that does not exist in an object's namespace?,Python,https://app.datacamp.com/learn/practice/p/4c6f5a77-19fe-4f5a-b042-5da1d22a8e4d,1,Which magic method is called when you try to access an attribute that does not exist in an object's namespace?,__delattr__ __setattr__ __init__ __getattr__ Keyboard Shortcuts List,,
Which magic method is called when you try to access an attribute that does not exist in an object's namespace?,Python,https://app.datacamp.com/learn/practice/p/4c6f5a77-19fe-4f5a-b042-5da1d22a8e4d,2,Which magic method is called when you try to access an attribute that does not exist in an object's namespace?,__delattr__ __setattr__ __init__ __getattr__ Keyboard Shortcuts List,,
Which magic method is called when you try to access an attribute that does not exist in an object's namespace?,Python,https://app.datacamp.com/learn/practice/p/4c6f5a77-19fe-4f5a-b042-5da1d22a8e4d,3,Which magic method is called when you try to access an attribute that does not exist in an object's namespace?,__delattr__ __setattr__ __init__ __getattr__ Keyboard Shortcuts List,,
Why is it important to provide informative error messages when input validation fails?,Theory,https://app.datacamp.com/learn/practice/p/01281de2-be72-4d7b-8877-2322afde3361,1,Why is it important to provide informative error messages when input validation fails?,To hide the real cause of the error To help clients quickly identify and fix their mistakes To increase the server's workload To make the API slower Keyboard Shortcuts List,,
Why is it important to provide informative error messages when input validation fails?,Theory,https://app.datacamp.com/learn/practice/p/01281de2-be72-4d7b-8877-2322afde3361,2,Why is it important to provide informative error messages when input validation fails?,To hide the real cause of the error To help clients quickly identify and fix their mistakes To increase the server's workload To make the API slower Keyboard Shortcuts List,,
Why is it important to provide informative error messages when input validation fails?,Theory,https://app.datacamp.com/learn/practice/p/01281de2-be72-4d7b-8877-2322afde3361,3,Why is it important to provide informative error messages when input validation fails?,To hide the real cause of the error To help clients quickly identify and fix their mistakes To increase the server's workload To make the API slower Keyboard Shortcuts List,,
You want to plot a quarterly zoo series and set the plot title and y-axis label.,R,https://app.datacamp.com/learn/practice/p/cb802eac-3be5-487c-bc33-052ce44a7f18,1,"You want to plot a quarterly zoo series and set the plot title and y-axis label. library(zoo) library(ggplot2) quarter_idx <- as.yearqtr(as.Date(c(""2022-01-01"",""2022-04-01"",""2022-07-01"",""2022-10-01""))) quarterly_sales <- zoo(x = c(30, 45, 40, 50), order.by = quarter_idx) Which code produces an autoplot with title ""Quarterly Sales Report"" and y-axis label ""Sales ($100k)""?","plot(quarterly_sales); title(main = ""Quarterly Sales Report"", ylab = ""Sales ($100k)"") autoplot(quarterly_sales) + ggtitle(""Quarterly Sales Report"") + xlab(""Sales ($100k)"") autoplot(quarterly_sales) + labs(title = ""Quarterly Sales Report"", y = ""Sales ($100k)"") ggplot(quarterly_sales) + labs(title = ""Quarterly Sales Report"", y = ""Sales ($100k)"") Keyboard Shortcuts List",,
You want to plot a quarterly zoo series and set the plot title and y-axis label.,R,https://app.datacamp.com/learn/practice/p/cb802eac-3be5-487c-bc33-052ce44a7f18,2,"You want to plot a quarterly zoo series and set the plot title and y-axis label. library(zoo) library(ggplot2) quarter_idx <- as.yearqtr(as.Date(c(""2022-01-01"",""2022-04-01"",""2022-07-01"",""2022-10-01""))) quarterly_sales <- zoo(x = c(30, 45, 40, 50), order.by = quarter_idx) Which code produces an autoplot with title ""Quarterly Sales Report"" and y-axis label ""Sales ($100k)""?","plot(quarterly_sales); title(main = ""Quarterly Sales Report"", ylab = ""Sales ($100k)"") autoplot(quarterly_sales) + ggtitle(""Quarterly Sales Report"") + xlab(""Sales ($100k)"") autoplot(quarterly_sales) + labs(title = ""Quarterly Sales Report"", y = ""Sales ($100k)"") ggplot(quarterly_sales) + labs(title = ""Quarterly Sales Report"", y = ""Sales ($100k)"") Keyboard Shortcuts List",,
You want to plot a quarterly zoo series and set the plot title and y-axis label.,R,https://app.datacamp.com/learn/practice/p/cb802eac-3be5-487c-bc33-052ce44a7f18,3,"You want to plot a quarterly zoo series and set the plot title and y-axis label. library(zoo) library(ggplot2) quarter_idx <- as.yearqtr(as.Date(c(""2022-01-01"",""2022-04-01"",""2022-07-01"",""2022-10-01""))) quarterly_sales <- zoo(x = c(30, 45, 40, 50), order.by = quarter_idx) Which code produces an autoplot with title ""Quarterly Sales Report"" and y-axis label ""Sales ($100k)""?","plot(quarterly_sales); title(main = ""Quarterly Sales Report"", ylab = ""Sales ($100k)"") autoplot(quarterly_sales) + ggtitle(""Quarterly Sales Report"") + xlab(""Sales ($100k)"") autoplot(quarterly_sales) + labs(title = ""Quarterly Sales Report"", y = ""Sales ($100k)"") ggplot(quarterly_sales) + labs(title = ""Quarterly Sales Report"", y = ""Sales ($100k)"") Keyboard Shortcuts List",,
You are integrating an AI system registry (inventory) into the deployment pipeline. What is the most direct mechanism mentioned to keep the registry current?,Theory,https://app.datacamp.com/learn/practice/p/adbe5ec9-5654-41a9-88c5-cfa17a439399,1,You are integrating an AI system registry (inventory) into the deployment pipeline. What is the most direct mechanism mentioned to keep the registry current?,Only register systems after a regulator requests an audit Ask each model owner to manually update a wiki page once per quarter Make every deployment automatically trigger an update to the registry with system characteristics and risk classification Have finance track AI systems by counting cloud invoices and inferring what was deployed Keyboard Shortcuts List,,
You are integrating an AI system registry (inventory) into the deployment pipeline. What is the most direct mechanism mentioned to keep the registry current?,Theory,https://app.datacamp.com/learn/practice/p/adbe5ec9-5654-41a9-88c5-cfa17a439399,2,You are integrating an AI system registry (inventory) into the deployment pipeline. What is the most direct mechanism mentioned to keep the registry current?,Only register systems after a regulator requests an audit Ask each model owner to manually update a wiki page once per quarter Make every deployment automatically trigger an update to the registry with system characteristics and risk classification Have finance track AI systems by counting cloud invoices and inferring what was deployed Keyboard Shortcuts List,,
You are integrating an AI system registry (inventory) into the deployment pipeline. What is the most direct mechanism mentioned to keep the registry current?,Theory,https://app.datacamp.com/learn/practice/p/adbe5ec9-5654-41a9-88c5-cfa17a439399,3,You are integrating an AI system registry (inventory) into the deployment pipeline. What is the most direct mechanism mentioned to keep the registry current?,Only register systems after a regulator requests an audit Ask each model owner to manually update a wiki page once per quarter Make every deployment automatically trigger an update to the registry with system characteristics and risk classification Have finance track AI systems by counting cloud invoices and inferring what was deployed Keyboard Shortcuts List,,
Invoice has a numeric column Total. You want to show the original total and a new value that adds a $0.50 transaction fee.,SQL,https://app.datacamp.com/learn/practice/p/a7409690-bb6d-4590-bd80-80f2d62c2df8,1,Invoice has a numeric column Total. You want to show the original total and a new value that adds a $0.50 transaction fee. Which query correctly returns both columns?,"SELECT Total, Total || 0.50 AS TotalWithFee FROM Invoice; SELECT Total, Total - 0.50 AS TotalWithFee FROM Invoice; SELECT Total, Total + '$0.50' AS TotalWithFee FROM Invoice; SELECT Total, Total + 0.50 AS TotalWithFee FROM Invoice; Keyboard Shortcuts List",,
Invoice has a numeric column Total. You want to show the original total and a new value that adds a $0.50 transaction fee.,SQL,https://app.datacamp.com/learn/practice/p/a7409690-bb6d-4590-bd80-80f2d62c2df8,2,Invoice has a numeric column Total. You want to show the original total and a new value that adds a $0.50 transaction fee. Which query correctly returns both columns?,"SELECT Total, Total || 0.50 AS TotalWithFee FROM Invoice; SELECT Total, Total - 0.50 AS TotalWithFee FROM Invoice; SELECT Total, Total + '$0.50' AS TotalWithFee FROM Invoice; SELECT Total, Total + 0.50 AS TotalWithFee FROM Invoice; Keyboard Shortcuts List",,
Invoice has a numeric column Total. You want to show the original total and a new value that adds a $0.50 transaction fee.,SQL,https://app.datacamp.com/learn/practice/p/a7409690-bb6d-4590-bd80-80f2d62c2df8,3,Invoice has a numeric column Total. You want to show the original total and a new value that adds a $0.50 transaction fee. Which query correctly returns both columns?,"SELECT Total, Total || 0.50 AS TotalWithFee FROM Invoice; SELECT Total, Total - 0.50 AS TotalWithFee FROM Invoice; SELECT Total, Total + '$0.50' AS TotalWithFee FROM Invoice; SELECT Total, Total + 0.50 AS TotalWithFee FROM Invoice; Keyboard Shortcuts List",,
You'll create a persistent view for quick workouts and then query it. Start by creating or replacing the view definition.,Databricks,https://app.datacamp.com/learn/practice/p/5f623c9c-af39-4a12-8526-55de5a86318c,1,You'll create a persistent view for quick workouts and then query it. Start by creating or replacing the view definition. -- Build your SQL below: CREATE OR REPLACE VIEW QuickWorkouts AS CREATE TABLE QuickWorkouts AS CREATE VIEW QuickWorkouts CREATE OR REPLACE TEMP VIEW QuickWorkouts AS,You'll create a persistent view for quick workouts and then query it. Start by creating or replacing the view definition. -- Build your SQL below: CREATE OR REPLACE VIEW QuickWorkouts AS CREATE TABLE QuickWorkouts AS CREATE VIEW QuickWorkouts CREATE OR REPLACE TEMP VIEW QuickWorkouts AS,,
You'll create a persistent view for quick workouts and then query it. Start by creating or replacing the view definition.,Databricks,https://app.datacamp.com/learn/practice/p/5f623c9c-af39-4a12-8526-55de5a86318c,2,You'll create a persistent view for quick workouts and then query it. Start by creating or replacing the view definition. -- Build your SQL below: CREATE OR REPLACE VIEW QuickWorkouts AS CREATE TABLE QuickWorkouts AS CREATE VIEW QuickWorkouts CREATE OR REPLACE TEMP VIEW QuickWorkouts AS,You'll create a persistent view for quick workouts and then query it. Start by creating or replacing the view definition. -- Build your SQL below: CREATE OR REPLACE VIEW QuickWorkouts AS CREATE TABLE QuickWorkouts AS CREATE VIEW QuickWorkouts CREATE OR REPLACE TEMP VIEW QuickWorkouts AS,,
You'll create a persistent view for quick workouts and then query it. Start by creating or replacing the view definition.,Databricks,https://app.datacamp.com/learn/practice/p/5f623c9c-af39-4a12-8526-55de5a86318c,3,You'll create a persistent view for quick workouts and then query it. Start by creating or replacing the view definition. -- Build your SQL below: CREATE OR REPLACE VIEW QuickWorkouts AS CREATE TABLE QuickWorkouts AS CREATE VIEW QuickWorkouts CREATE OR REPLACE TEMP VIEW QuickWorkouts AS,You'll create a persistent view for quick workouts and then query it. Start by creating or replacing the view definition. -- Build your SQL below: CREATE OR REPLACE VIEW QuickWorkouts AS CREATE TABLE QuickWorkouts AS CREATE VIEW QuickWorkouts CREATE OR REPLACE TEMP VIEW QuickWorkouts AS,,
